Orig,Name,TotalSeats,Country Name,Airport1Latitude,Airport1Longitude
LOP,Lombok International,143006.332,Indonesia,-8.757200241,116.2767029
MDC,Sam Ratulangi,246634.36,Indonesia,1.543900013,124.9235992
MES,Polonia,13631.618,Indonesia,3.561100006,98.67279816
PDG,Minangkabau,208018.664,Indonesia,-0.87559998,100.3499985
PKU,Sultan Syarif Kasim II,216329.358,Indonesia,0.46419999,101.4385986
PLM,S M Badaruddin II,140116.221,Indonesia,-2.900000095,104.6994019
PNK,Supadio,154896.084,Indonesia,-0.149399996,109.4028015
SOC,Adi Sumarmo,43498.987,Indonesia,-7.5,110.7514038
SRG,Ahmad Yani,130925.928,Indonesia,-6.975800037,110.3799973
SUB,Juanda,1536200.155,Indonesia,-7.218100071,112.7208023
TJQ,H.A.S. Hanandjoeddin,16014.768,Indonesia,-2.75,107.6500015
TNJ,Raja Haji Fisabilillah,3236.751,Indonesia,0.919200003,104.5361023
TRK,Juwata,10607.184,Indonesia,3.325799942,117.5667038
TSX,Tanjung Santan Airport,2738.456,Indonesia,-0.083300002,117.4332962
UPG,Sultan Hasanuddin,144462.22,Indonesia,-5.063899994,119.553299
ABD,Abadan Airport,883.932,Iran,30.36610031,48.23220062
ADU,Ardabil,3314.745,Iran,38.25,48.29999924
AJK,Arak Airport,2305.156,Iran,34.13330078,49.83330154
AWZ,Ahwaz,11920.083,Iran,31.33779907,48.75970078
AZD,Shahid Sadooghi,2409.148,Iran,31.89780045,54.28170013
BDH,Bandar Lengeh,1473.22,Iran,26.53140068,54.82360077
BND,Bandar Abbas International Airport,18493.244,Iran,27.22669983,56.37829971
BUZ,Bushehr,3899.7,Iran,28.94919968,50.83250046
CQD,Shahre Kord Airport,1819.86,Iran,32.29719925,50.84220123
GBT,Gorgon Airport,1308.566,Iran,36.90060043,54.41279984
GSM,Dayrestan Airport,35305.284,Iran,26.95000076,56.27769852
HDM,Hamadan,6915.468,Iran,34.86470032,48.54809952
IFN,Shahid Beheshti International Airport,137845.729,Iran,32.75279999,51.86199951
IHR,Iranshahr Airport,6542.83,Iran,27.23690033,60.7242012
IKA,Imam Khomeini International,4551175.216,Iran,35.40969849,51.1507988
KER,Kerman,13739.943,Iran,30.26329994,56.95750046
KHD,Khorramabad Airport,17349.332,Iran,33.43859863,48.28079987
KIH,"Kish Island, Iran",363.972,Iran,26.48329926,53.95000076
KSH,Shahid Ashrafi Esfahani,576.289,Iran,34.3443985,47.15610123
LFM,Lamerd,7366.1,Iran,27.37100029,53.18920136
LRR,Lar Airport,94632.72,Iran,27.67280006,54.38090134
MHD,Shahid Hashemi Nejad,638120.91,Iran,36.23669815,59.64170075
OMH,Urumiyeh,18077.276,Iran,37.66939926,45.07030106
PGU,Persian Gulf International,14680.204,Iran,27.47940064,52.7378006
RAS,Sandra-e-Jangal,2409.148,Iran,37.32559967,49.60919952
SDG,Sanandaj,1403.892,Iran,35.35029984,46.96279907
SRY,Dasht-e-Naz Airport,14619.542,Iran,36.63759995,53.1916008
SYZ,Shahid Dastghaib International,319207.777,Iran,29.54030037,52.59080124
TBZ,Tabriz International,107298.079,Iran,38.13169861,46.24330139
THR,Mehrabad Intl,6005.538,Iran,35.68970108,51.31579971
XBJ,"Birjand, Iran",2651.796,Iran,32.88330078,59.21670151
ZAH,Zahedan International,2673.461,Iran,29.46190071,60.9068985
ZBR,Konarak Airport,4094.685,Iran,25.29999924,60.61669922
BGW,Baghdad International Airport,2197740.93,Iraq,33.26670075,44.5
BSR,Basrah International,506887.339,Iraq,30.55559921,47.79140091
EBL,Erbil International Airport,1147586.384,Iraq,36.23329926,43.96670151
ISU,Sulaymaniyah Airport,296481.192,Iraq,35.56079865,45.31470108
NJF,Al-Ashraf International Airport,1284669.505,Iraq,31.98999977,44.40299988
OSM,Mosul International Airport,27371.561,Iraq,36.30749893,43.1493988
XNH,Ali Air Base,6187.524,Iraq,35,43
BLY,Belmullet Airport,3306.079,Ireland,54.23329926,-10
CFN,Donegal,7158.116,Ireland,55.04999924,-8.333299637
DUB,Dublin International,20016813.46,Ireland,53.43249893,-6.252200127
GWY,Carnmore,75446.196,Ireland,53.29439926,-8.949999809
KIR,Kerry County,182622.951,Ireland,52.06669998,-9.5
NOC,Ireland West Knock Airport,494698.61,Ireland,53.91669846,-8.816699982
ORK,Cork International,1571765.419,Ireland,51.84080124,-8.488900185
SNN,Shannon International,1003275.819,Ireland,52.70059967,-8.918600082
SXL,Sligo Airport,7799.4,Ireland,54.28329849,-8.4666996
WAT,Waterford,15598.8,Ireland,52.19720078,-7.088900089
ETH,Eilat,4094.685,Israel,29.55970001,34.96139908
ETM,Ramon International Airport,84883.47,Israel,29.72719955,35.0141983
HFA,Haifa,2443.812,Israel,32.81110001,35.04169846
SDV,Sde Dov,5858.216,Israel,32.1108017,34.77939987
TLV,Ben Gurion Intl,13820203.16,Israel,32.0121994,34.8824997
VDA,Ovda,131229.238,Israel,29.93950081,34.93360138
AHO,Fertilia,211779.708,Italy,40.63059998,8.288900375
AOI,Falconara,233535.701,Italy,43.61750031,13.36419964
AOT,Corrado Gex Airport,805.938,Italy,45,7
AVB,Aviano Ab,3093.762,Italy,46.0318985,12.59720039
BAU,Central Railway Station,58928.8,Italy,41.11780167,16.86940002
BDS,Papola Casale,417007.92,Italy,40.65810013,17.94669914
BGY,Bergamo/Orio Al Serio,5664795.213,Italy,45.66830063,9.700300217
BLQ,Guglielmo Marconi,4512520.523,Italy,44.5306015,11.29249954
BRI,Palese Macchie,1471005.837,Italy,41.14110184,16.78829956
BZO,Dolomiti,1767.864,Italy,46.46030045,11.32670021
CAG,Elmas,819305.305,Italy,39.24720001,9.061100006
CIA,Ciampino,3656605.701,Italy,41.79940033,12.59329987
CIY,Vincenzo Magliocco,49582.519,Italy,36.99169922,14.60690022
CRV,Crotone,11465.118,Italy,38.99250031,17.08609963
CTA,Fontanarossa,2118377.702,Italy,37.40280151,14.92310047
CUF,Levaldigi,17340.666,Italy,44.53530121,7.617499828
EBA,Marina Di Campo,1325.898,Italy,42.76110077,10.23970032
FCO,Fiumicino,20737867.99,Italy,41.8003006,12.23890019
FLR,Peretola,1634819.235,Italy,43.81029892,11.19779968
FOG,Gino Lisa,883.932,Italy,41.42670059,15.5394001
FRL,Luigi Ridolfi,36657.18,Italy,44.19530106,12.0685997
GOA,Cristoforo Colombo,492419.452,Italy,44.4131012,8.837800026
GRS,Corrado Baccarini,4380.663,Italy,42.76190186,11.07059956
LIN,Linate,2375346.267,Italy,45.44169998,9.277799606
LMP,Lampedusa,220.983,Italy,35.49610138,12.61499977
MXP,Malpensa,14526395.5,Italy,45.63280106,8.732199669
NAP,Capodichino,4211039.049,Italy,40.88610077,14.29170036
OLB,Costa Smeralda,882623.434,Italy,40.89720154,9.522199631
PEG,St. Francis of Assisi,117159.987,Italy,43.09690094,12.51140022
PMF,Parma,18111.94,Italy,44.79999924,10.33329964
PMO,Punta Raisi,1089186.21,Italy,38.18109894,13.10499954
PNL,Pantelleria,883.932,Italy,36.81359863,11.96609974
PSA,Galileo Galilei,2289973.168,Italy,43.68059921,10.39280033
PSR,Liberi,220012.408,Italy,42.43389893,14.18439961
QSR,Salerno Pontecagnano,589.288,Italy,40.61999893,14.91250038
REG,Tito Menniti,18735.892,Italy,38.07529831,15.65079975
RMI,Miramare,188793.143,Italy,44.02080154,12.61219978
SUF,Lamezia Terme Airport,428603.028,Italy,38.90919876,16.23889923
TAR,Taranto,818.937,Italy,40.51779938,17.40189934
TPS,Birgi,44248.596,Italy,37.9117012,12.48639965
TRN,Citta Di Torino,1320494.749,Italy,45.2010994,7.648099899
TRS,Ronchi Dei Legionari,218287.874,Italy,45.8266983,13.47220039
TSF,Venice-Treviso,1265400.654,Italy,45.68330002,12.08329964
VBS,Montichiari Airport,654.283,Italy,45.54999924,10.2166996
VCE,Marco Polo,6231971.914,Italy,45.5,12.35000038
VRN,Verona,1353273.894,Italy,45.46670151,10.93330002
ABJ,Felix Houphouet-Boigny,1731622.788,Ivory Coast (Cote d'Ivoire),5.256400108,-3.92689991
BYK,Bouake Airport,2183.832,Ivory Coast (Cote d'Ivoire),7.73939991,-5.069200039
KIN,Norman Manley Intl,1285488.442,Jamaica,17.95000076,-76.73329926
KTP,Tinson Pen,194.985,Jamaica,17.98749924,-76.82330322
MBJ,Sangster Intl,3428174.274,Jamaica,18.50189972,-77.91249847
AKJ,Asahikawa,35881.573,Japan,43.67079926,142.4514008
AOJ,Aomori,47160.372,Japan,40.73939896,140.7014008
AXT,Akita,6404.174,Japan,39.61569977,140.2169952
CTS,New Chitose,2576180.817,Japan,42.79579926,141.6692047
DNA,Kadena AB,1438.556,Japan,26.35499954,127.7739029
FKS,Fukushima,15182.832,Japan,37.22859955,140.4291992
FSZ,Mount Fuji,245360.458,Japan,34.66669846,138.1667023
FUK,Fukuoka,4153444.813,Japan,33.5821991,130.4532929
HIJ,Hiroshima Airport,227655.82,Japan,34.43569946,132.919693
HKD,Hakodate,108983.616,Japan,41.7682991,140.8224945
HNA,Hanamaki,33589.416,Japan,39.42689896,141.1383057
HND,Tokyo Intl (Haneda),11271580.22,Japan,35.55360031,139.7657929
HSG,Saga Airport,136467.835,Japan,33.13330078,130.3000031
IBR,Ibaraki Airport,99892.982,Japan,36.23329926,140.3500061
ISG,New Ishigaki,55505.73,Japan,24.39640045,124.2450028
ITM,Osaka Intl (Itami),1533.882,Japan,34.7806015,135.4416962
IWK,Iwakuni Airport,1438.556,Japan,34.13529968,132.2355957
IWO,Iwoto (Iwo Jima),2040.843,Japan,24.7866993,141.3242035
IZO,Izumo,779.94,Japan,35.40940094,132.8894043
KCZ,Kochi,1273.902,Japan,33.54109955,133.6768951
KIJ,Niigata,106162.833,Japan,37.95330048,139.1224976
KIX,Kansai International,15718026.83,Japan,34.42499924,135.2471924
KKJ,Kitakyushu,250668.383,Japan,33.83309937,130.9494019
KMI,Miyazaki,77530.369,Japan,31.87439919,131.4438934
KMJ,Kumamoto,118698.202,Japan,32.83190155,130.8524933
KMQ,Komatsu,145805.45,Japan,36.39390183,136.4169006
KOJ,Kagoshima,275136.834,Japan,31.80190086,130.7203064
KUH,Kushiro,5459.58,Japan,43.03969955,144.2039032
MMB,Memanbetsu,7959.721,Japan,43.90000153,144.1672058
MMJ,Matsumoto,788.606,Japan,36.28329849,138
MMY,Miyako,4380.663,Japan,24.78079987,125.2972031
MYJ,Matsuyama,57728.559,Japan,33.82220078,132.7041931
NGO,Chubu Centrair Intl,4819049.942,Japan,34.85900116,136.8144989
NGS,Nagasaki,48161.295,Japan,32.91189957,129.9174957
NKM,Nagoya (Komaki),2305.156,Japan,35.25170136,136.9275055
NRT,Narita,22936926.15,Japan,35.76390076,140.391098
NTQ,Noto Airport,1828.526,Japan,37.20000076,136.8999939
OBO,Obihiro,1351.896,Japan,42.73339844,143.2174072
OIT,Oita,89108.145,Japan,33.47610092,131.7397003
OKA,Naha,2255894.123,Japan,26.1990757,127.6446762
OKD,Okadama,29395.072,Japan,43.11529923,141.3843994
OKJ,Okayama,199677.639,Japan,34.58670044,133.9360962
OKO,Yokota AB,5034.946,Japan,35.74489975,139.3516998
SDJ,Sendai,252410.249,Japan,38.13610077,140.9239044
SHB,Nakashibetsu,2014.845,Japan,43.56669998,144.9667053
SHI,Shimojishima Airport,13258.98,Japan,24.81669998,125.1500015
TAK,Takamatsu,197290.156,Japan,34.29029846,134.0731049
TKN,Tokuno Shima,649.95,Japan,27.83329964,128.8833008
TKS,Tokushima,5684.896,Japan,34.12969971,134.6016998
TOY,Toyama,88484.193,Japan,36.64419937,137.1889038
TTJ,Tottori,402.969,Japan,35.52669907,134.1703033
UBJ,Yamaguchi-Ube,7604.415,Japan,33.92580032,131.2743988
YGJ,Miho Ab,71169.525,Japan,35.49140167,133.2422028
ADJ,Marka International Airpot,1559.88,Jordan,31.97220039,35.99000168
AMM,Queen Alia Intl,5944759.009,Jordan,31.71699905,36
AQJ,King Hussein International,110478.501,Jordan,29.61249924,35.01940155
AKX,Aktobe,37207.471,Kazakhstan,50.25,57.21670151
ALA,Almaty International,1846798.261,Kazakhstan,43.34999847,77.03330231
BXJ,Borolday Airport,745.276,Kazakhstan,43.5,76.94999695
CIT,Shymkent International,94749.711,Kazakhstan,42.36410141,69.47879791
DMB,Taraz,7747.404,Kazakhstan,42.90000153,71.36669922
GUW,Atyrau,102423.454,Kazakhstan,47.11669922,51.90000153
KGF,Sary-Arka,94000.102,Kazakhstan,49.83330154,73.16670227
KOV,Kokshetau,2469.81,Kazakhstan,53.31669998,69.40000153
KSN,Kostanav,9337.615,Kazakhstan,53.20370102,63.55189896
KZO,Kyzylorda Airport,26721.611,Kazakhstan,44.83330154,65.83329773
PLX,Semey,2495.808,Kazakhstan,50.33330154,80.25
PPK,Petropavlovsk Airport,2946.44,Kazakhstan,54.78329849,69.1832962
PWQ,Pavlodar,24373.125,Kazakhstan,52.18330002,77.0667038
SCO,Aktau,147898.289,Kazakhstan,43.86000061,51.09889984
TSE,Astana International,1209790.932,Kazakhstan,51.20000076,71.44999695
UKK,Ust-Kamenogorsk Airport,43546.65,Kazakhstan,50.03329849,82.5
URA,Ak Zhol Airport,22982.232,Kazakhstan,51.25,51.43330002
KIS,Kisumu,16040.766,Kenya,-0.085600004,34.72859955
LKG,Lokichogio Airport,441.966,Kenya,4.233300209,34.34999847
MBA,Mombasa,257228.545,Kenya,-4.031400204,39.5931015
NBO,Jomo Kenyatta Intl,4633012.587,Kenya,-1.316699982,36.93080139
WIL,Wilson,34027.049,Kenya,-1.322199941,36.81330109
WJR,Wajir Airport,3527.062,Kenya,1.766700029,40.59999847
CXI,Cassidy International,6707.484,Kiribati,1.988100052,-157.3553009
TRW,Bonriki International,34741.994,Kiribati,1.358299971,172.9416962
KWI,Kuwait Intl,10916122.57,Kuwait,29.2303009,47.97529984
FRU,Manas International,926859.031,Kyrgyzstan,42.84999847,74.58329773
IKU,Issyk-Kul,3293.08,Kyrgyzstan,42.58560181,76.70189667
OSS,Osh,479208.135,Kyrgyzstan,40.54999924,72.80000305
LPQ,Luang Prabang International,442078.658,Laos,19.89579964,102.1639023
PKZ,Pakse International,18493.244,Laos,15.13169956,105.7838974
UDO,Udomxay Airport,2079.84,Laos,19.13330078,103.8167038
VTE,Wattay Intl,1339689.939,Laos,17.98469925,102.5667038
ZVK,Savannakhet,5147.604,Laos,16.55360031,104.762497
LPX,Liepaja International Airport,1429.89,Latvia,56.51670075,21.10000038
RIX,Riga-Arpt Internaitonal,4669687.099,Latvia,57.01670075,24.04999924
BEY,Rafic Hariri International,5599397.244,Lebanon,33.81280136,35.49029923
MSU,Moshoeshoe I International,42671.384,Lesotho,-29.30139923,27.50559998
MLW,Spriggs Payne,7565.418,Liberia,6.289400101,-10.75829983
ROB,Roberts Intl,166751.172,Liberia,6.239699841,-10.35890007
BEN,Benina Intl,161937.209,Libya,32.09579849,20.27499962
LAQ,Labraq,103493.705,Libya,28.59219933,18.72330093
MJI,"Mitiga, Tripoli Airport",411591.67,Libya,32.89410019,13.27600002
MRA,Misurata,103502.371,Libya,32.32580185,15.06060028
SEB,Sebha,30192.344,Libya,27.01670075,14.46249962
SRX,Gardabya,727.944,Libya,31.0632,16.59519959
TIP,Tripoli Intl,576752.631,Libya,32.66139984,13.15999985
TOB,Tobruk Airport,6759.48,Libya,31.85420036,23.91720009
KUN,Kaunas International,648216.8,Lithuania,54.90000153,23.91670036
PLQ,Palanga,242860.317,Lithuania,55.91669846,21.04999924
VNO,Vilnius International,2716587.349,Lithuania,54.63330078,25.2833004
LUX,Findel,3068262.295,Luxembourg,49.62779999,6.206699848
MFM,Macau International,4959616.795,Macau (SAR),22.23329926,113.5832977
OHD,Ohrid,156442.965,Macedonia,41.18500137,20.74309921
SKP,Skopje International Airport,1355462.059,Macedonia,41.9618988,21.61809921
DIE,Arrachart,10052.56,Madagascar,-12.34609985,49.29249954
FTU,Marillac,7227.444,Madagascar,-25.03809929,46.95560074
MJN,Philibert Tsiranana,14610.876,Madagascar,-15.6658001,46.35309982
NOS,Fascene,96959.541,Madagascar,-13.31110001,48.31389999
SMS,Sainte Marie,10607.184,Madagascar,-17.08329964,49.81669998
SVB,Sambava,424.634,Madagascar,-14.27690029,50.17499924
TLE,Toliara,7227.444,Madagascar,-23.38969994,43.7242012
TMM,Toamasina,15919.442,Madagascar,-18.11000061,49.39220047
TNR,Ivato International,542292.282,Madagascar,-18.79640007,47.48609924
BLZ,Chileka International Airport,68370.407,Malawi,-15.67469978,34.97079849
LLW,Kamuzu Intl,258268.465,Malawi,-13.7894001,33.78070068
BKI,Kota Kinabalu International,2114633.99,Malaysia,5.94080019,116.0500031
BTU,Bintulu Airport,2036.51,Malaysia,3.174999952,113.0430985
IPH,Sultan Azlan Shah,180946.08,Malaysia,4.566899777,101.0958023
JHB,Senai Intl,401942.079,Malaysia,1.638900042,103.6707993
KBR,Sultan Ismail Petra,13258.98,Malaysia,6.165299892,102.293602
KCH,Kuching International,360106.964,Malaysia,1.484200001,110.3407974
KUA,Sultan Haji Ahmad Shah,25582.032,Malaysia,3.772200108,103.2102966
KUL,Kuala Lumpur International Airport,28518939.4,Malaysia,2.745599985,101.7098999
LBU,Labuan,701.946,Malaysia,5.300600052,115.2482987
LGK,Langkawi International,234116.323,Malaysia,6.366700172,99.83329773
MKZ,Malacca,26205.984,Malaysia,2.264199972,102.2533035
MYY,Miri,63175.14,Malaysia,4.455299854,114.0008011
MZV,Mulu,4991.616,Malaysia,4.066699982,114.9332962
PEN,Penang International,2612266.041,Malaysia,5.289700031,100.2724991
PKG,Pangkor Airport,14558.88,Malaysia,4.244800091,100.5538025
RDN,Redang Island,4549.65,Malaysia,5.765299797,103.006897
SBW,Sibu,2036.51,Malaysia,2.341700077,111.8383026
SDK,Sandakan,2443.812,Malaysia,5.900000095,118.0597
SZB,Sultan Abdul Aziz Shah,136333.512,Malaysia,3.129699945,101.5519028
TGG,Sultan Mahmud,14038.92,Malaysia,5.381100178,103.1097031
TOD,Tioman Island,3249.75,Malaysia,2.819400072,104.1619034
TWU,Tawau,13050.996,Malaysia,4.264200211,117.884697
ZGY,Kuching Port,96469.912,Malaysia,1.549999952,110.3833008
GAN,Gan Island International,24199.805,Maldives,-0.694400012,73.1556015
HAQ,Hanimaadhoo Island Airport,4333,Maldives,6.433300018,73.0943985
MLE,Velana International,2920381.338,Maldives,4.201399803,73.5243988
BKO,Senou International,584127.397,Mali,12.63220024,-8.02670002
KYS,Dag-Dag,3553.06,Mali,14.43190002,-11.43939972
MLA,Luqa International,4415621.644,Malta,35.83670044,14.5472002
KWA,Bucholz AAF,15156.834,Marshall Islands,8.714699745,167.7268982
MAJ,Majuro International,26738.943,Marshall Islands,7.064700127,171.274704
FDF,Martinique A. Cesaire,852769.064,Martinique,14.58969975,-61.0060997
ATR,Atar International Airport,1936.851,Mauritania,20.49939919,-13.04640007
NDB,Nouadhibou,8834.987,Mauritania,20.93420029,-17.02829933
NKC,Nouakchott,262038.175,Mauritania,18.09189987,-15.95189953
OUZ,Tazadit,6386.842,Mauritania,20.5333004,-12.75
MRU,Sir S. Ramgoolam International,2422740.621,Mauritius,-20.42749977,57.67639923
RRG,Sir Gaetan Duval,2773.12,Mauritius,-19.75,63.34999847
DZA,Pamandzi International,179442.529,Mayotte,-12.80690002,45.27999878
ACA,Acapulco International,20053.124,Mexico,16.75559998,-99.76689911
AGU,Aguascalientes International Airport,189148.449,Mexico,21.70280075,-102.3179016
BJX,Del Bajio International,626768.45,Mexico,20.99349976,-101.4807968
CEN,Ciudad Obregon International,2209.83,Mexico,27.39189911,-109.8392029
CME,Ciudad del Carmen International,8666,Mexico,18.64999962,-91.80000305
CTM,Chetumal International,1104.915,Mexico,18.48189926,-88.33329773
CUL,Fed. De Bachigualato,9870.574,Mexico,24.76440048,-107.4741974
CUN,Cancun International,11040306.35,Mexico,21.0333004,-86.86669922
CUU,R. Fierro Villalobos,90438.376,Mexico,28.65250015,-106.0943985
CZM,Cozumel International,254836.729,Mexico,20.51670075,-86.9332962
DGO,Guadalupe Victoria Intl,61142.963,Mexico,24.125,-104.5250015
GDL,Miguel Hidalgo Intl,2732944.424,Mexico,20.52389908,-103.3125
GYM,Jose Maria Yanez Intl,346.64,Mexico,27.95560074,-110.930603
HMO,I.Pesqueira Garcia,16469.733,Mexico,29.09639931,-111.0460968
HUX,Bahias de Huatulco Intl,65770.607,Mexico,15.77390003,-96.26249695
LAP,Manuel Marquez de Leon,1286.901,Mexico,24.12560082,-110.2983017
LMM,Fed. Valle del Fuerte,1646.54,Mexico,25.68589973,-109.0836029
LOV,V.Carranza Intl,12825.68,Mexico,26.95000076,-101.4832993
LTO,Loreto International,60904.648,Mexico,25.98329926,-111.3499985
MEX,Benito Juarez Intl,11856868.86,Mexico,19.43530083,-99.07279968
MID,M. Crescencio Rejon,150823.064,Mexico,20.93330002,-89.65000153
MLM,F.J. Mujica Intl,269499.601,Mexico,19.85000038,-101.0299988
MTT,Coatzacoalcos,1871.856,Mexico,17.98329926,-94.51670075
MTY,Mariano Escobedo Intl,1246357.119,Mexico,25.78000069,-100.1100006
MXL,R.Sanchez Taboada Intl,4549.65,Mexico,32.63069916,-115.2413025
MZT,Rafael Buelna Intl,210228.494,Mexico,23.16250038,-106.2739029
OAX,Xoxocotlan Intl,104100.325,Mexico,16.98329926,-96.73329926
PBC,Hermanos Serdan Intl,37913.75,Mexico,19.13500023,-98.36750031
PPE,Puerto Penasco International,1299.9,Mexico,31.35000038,-113.5333023
PVR,G. Diaz Ordaz Intl,2237240.558,Mexico,20.68190002,-105.2482987
QRO,Queretaro Intercontinental,351133.321,Mexico,20.60000038,-100.3833008
SFH,San Felipe International,155.988,Mexico,31,-114.8666992
SJD,Los Cabos Intl,2669920.939,Mexico,23.15530014,-109.7249985
SLP,Ponciano Arriaga Intl,158397.148,Mexico,22.17720032,-100.9882965
SLW,Plan de Guadalupe Intl,32714.15,Mexico,25.5333004,-100.9167023
TAM,F. Javier Mina Intl,21881.65,Mexico,22.27440071,-97.80169678
TAP,Tapachula East International,3141.425,Mexico,14.90970039,-92.25309753
TGZ,Angel Albino Corzo Intl,8882.65,Mexico,16.56159973,-93.02590179
TIJ,A.L. Rodriguez Intl,31518.242,Mexico,32.54140091,-116.9702988
TLC,Toluca-A.Lopez Mateos,6742.148,Mexico,19.37919998,-99.6917038
TRC,Francisco Sarabia Intl,46709.74,Mexico,25.56830025,-103.4107971
UPN,Ignacio Lopez Rayon,9003.974,Mexico,19.41110039,-102.0472031
VER,Heriberto Jara Intl,18306.925,Mexico,19.14999962,-96.1832962
VSA,C.Rovirosa Perez Intl,20681.409,Mexico,17.9666996,-92.9332962
ZCL,Leobardo C. Ruiz Intl,89944.414,Mexico,22.89719963,-102.6853027
ZIH,Ixtapa/Zihuatanejo International,131822.859,Mexico,17.60969925,-101.4916992
ZLO,Playa de Oro Intl,41271.825,Mexico,19.11330032,-104.3506012
KSA,Kosrae International,7006.461,Micronesia,5.350800037,162.9763947
PNI,Pohnpei International,26266.646,Micronesia,7.016699791,158.2360992
TKK,Chuuk International,17405.661,Micronesia,7.459700108,151.8388977
YAP,Yap International,31006.948,Micronesia,9.49750042,138.0894013
KIV,Kishinev International,1803775.904,Moldova,46.93330002,28.93330002
MCM,Fontvieille Heliport,137850.062,Monaco,43.73329926,7.416699886
BYN,Bayankhongor Airport,849.268,Mongolia,46.09999847,100.6832962
COQ,Choibalsan Airport,7799.4,Mongolia,48.13629913,114.6443024
ULG,Olgii Airport,424.634,Mongolia,49,90
ULN,Chinggis Khaan Intl,726457.781,Mongolia,47.84999847,106.7667007
TGD,Golubovci,765472.113,Montenegro,42.35829926,19.25189972
TIV,Tivat,615693.302,Montenegro,42.40359879,18.72559929
MNI,John A. Osborne,9788.247,Montserrat,16.75,-62.23329926
AGA,Agadir-Al Massira Airport,945885.234,Morocco,30.38059998,-9.545800209
AHU,Charif Al Idrissi,28385.483,Morocco,35.17969894,-3.836899996
BEM,National,870.933,Morocco,32.40000153,-6.317200184
CAS,Anfa,4229.008,Morocco,33.55970001,-7.663099766
CMN,Mohammed V,6628489.077,Morocco,33.36669922,-7.586699963
ESU,Mogador Airport,69102.684,Morocco,31.39749908,-9.681699753
FEZ,Sais,828304.946,Morocco,33.92860031,-4.976699829
GLN,Goulimime Airport,4246.34,Morocco,29.01670075,-10.06669998
NDR,Nador,459453.988,Morocco,35.20000076,-2.916699886
OUD,Les Angades,314870.444,Morocco,34.78329849,-1.933300018
OZZ,Ouarzazate,55596.723,Morocco,30.91670036,-6.916699886
RAK,Menara,3504292.085,Morocco,31.60829926,-8.038299561
RBA,Sale,613717.454,Morocco,34.04999924,-6.756899834
TNG,Boukhalef,749669.662,Morocco,35.72829819,-5.917500019
TTU,Sania Ramel Airport,18016.614,Morocco,35.58330154,-5.316699982
APL,Nampula,22466.605,Mozambique,-15.10169983,39.28720093
BCW,Benguerra Island Airport,5702.228,Mozambique,-21.88470078,35.42499924
BEW,Beira,26418.301,Mozambique,-19.79439926,34.91189957
BZB,Bazaruto Island Airport,5702.228,Mozambique,-21.53470039,35.49169922
IBL,Indigo Bay Lodge,5702.228,Mozambique,-21.70190048,35.44829941
INH,Inhambane,675.948,Mozambique,-23.87439919,35.40829849
MPM,Maputo International,469606.207,Mozambique,-25.92110062,32.56940079
POL,Pemba,39079.327,Mozambique,-12.98830032,40.52249908
TET,Chingozi,15217.496,Mozambique,-16.1033001,33.63890076
UEL,Quelimane,3427.403,Mozambique,-17.84720039,36.86560059
VNX,Vilankulos,24685.101,Mozambique,-22.0333004,35.29999924
VPY,Chimoio Airport,1256.57,Mozambique,-19.13330078,33.48329926
KAW,Kawthaung,1910.853,Myanmar,10.05000019,98.53330231
MDL,Mandalay International,814928.975,Myanmar,21.93919945,96.09140015
MGZ,Myeik,9684.255,Myanmar,12.44999981,98.61669922
MNU,Mawlamyine,3093.762,Myanmar,16.44169998,97.66940308
NYT,Nay Pyi Taw International,51385.047,Myanmar,19.62338829,96.20104981
NYU,Nyaung-U,779.94,Myanmar,21.1814003,94.93470001
RGN,Yangon International,3084597.705,Myanmar,16.90640068,96.13890076
LUD,Luderitz,4445.658,Namibia,-26.68390083,15.24499989
OMD,Oranjemund Airport,4458.657,Namibia,-28.58480072,16.44650078
WDH,Windhoek Intl,694770.552,Namibia,-22.48329926,17.4666996
WVB,Walvis Bay Airport,98116.452,Namibia,-22.97859955,14.65060043
INU,Nauru Island Intl,47663,Nauru,-0.533299983,166.9167023
BIR,Biratnagar,1221.906,Nepal,26.43470001,87.28330231
HRJ,Chaurjhari Airport,3119.76,Nepal,28,82.33329773
KTM,Tribhuvan International,2947653.24,Nepal,27.70059967,85.36309815
PKR,Pokhara,4913.622,Nepal,28.19720078,83.98609924
AMS,Schiphol,42068572.71,Netherlands,52.30830002,4.768099785
DHR,De Kooy,1343.23,Netherlands,52.92440033,4.780799866
EIN,Eindhoven,3632960.52,Netherlands,51.45330048,5.388899803
GRQ,Eelde,94771.376,Netherlands,53.12030029,6.575600147
MST,Maastricht,251166.678,Netherlands,50.91109848,5.773600102
QYI,Hilversum Railway Service,14155.911,Netherlands,52.23329926,5.166699886
RTM,Rotterdam Airport,1114261.281,Netherlands,51.95830154,4.444399834
NOU,La Tontouta,364145.32,New Caledonia,-22.01689911,166.2108002
AKL,Auckland Intl,7004294.5,New Zealand,-37.01110077,174.7991943
CHC,Christchurch Intl,1113866.978,New Zealand,-43.48830032,172.5332947
DUD,Dunedin International,30504.32,New Zealand,-45.92499924,170.199997
HLZ,Hamilton International,24802.092,New Zealand,-37.86109924,175.3332977
PMR,Palmerston North,8726.662,New Zealand,-40.32220078,175.6166992
